1	the-73951280	theteller	102938475678	T2F	REQ	NOAUTH	5637XXXXXXXX3811	1.5	GH	GHS	05	19	theteller test real card							2016-09-30 16:33:00
2						NOAUTH								00	Successful		FLWT00314669	MP726qGVwf0KF4z5035	success	2016-09-30 16:33:04
3	the-02186534	theteller	102938475678	T2F	REQ	NOAUTH	5637XXXXXXXX3811	1.5	GH	GHS	05	19	theteller test real card							2016-09-30 16:36:19
4						NOAUTH								00	Successful		FLWT00314671	fBasEO4BmE0A3Gv3160	success	2016-09-30 16:36:21
5	the-12598670	theteller	102938475678	T2F	REQ	NOAUTH	5637XXXXXXXX3811	1.5	GH	GHS	05	19	theteller test real card							2016-09-30 16:38:55
6				F2T	RSP	NOAUTH								00	Successful		FLWT00314673	CIqOeslVcf03ww19046	success	2016-09-30 16:38:58
7	gee-64108572	geevapp	1475270036	T2F	REQ	NOAUTH	4069XXXXXXXX3942	1	GH	GHS	02	20	Payment to support a project							2016-09-30 21:13:56
8				F2T	RSP	NOAUTH								2	Declined		FLWT00314828		success	2016-09-30 21:14:00
9	gee-13476925	geevapp	1475295121	T2F	REQ	NOAUTH	4131XXXXXXXX8756	1	GH	GHS	10	18	Payment to support a project							2016-10-01 04:12:01
10				F2T	RSP	NOAUTH								2	Declined		FLWT00314952		success	2016-10-01 04:12:05
11	gee-23574061	geevapp	1475321293	T2F	REQ	NOAUTH	4131XXXXXXXX4386	1	GH	GHS	11	17	Payment to support a project							2016-10-01 11:28:13
12				F2T	RSP	NOAUTH								2	Declined		FLWT00315118		success	2016-10-01 11:28:17
13	-82095634			T2F	REQ	NOAUTH	X		GH	GHS										2016-10-01 18:17:20
14				F2T	RSP	NOAUTH								-	-	-	-	-	error	2016-10-01 18:17:20
15	-69023851			T2F	REQ	NOAUTH	X		GH	GHS										2016-10-01 18:19:47
16				F2T	RSP	NOAUTH								-	-	-	-	-	error	2016-10-01 18:19:47
17	Web-08791346	WebTest	8947124563708	T2F	REQ	NOAUTH	X		GH	GHS										2016-10-01 18:33:16
18				F2T	RSP	NOAUTH								W	W	W	W	W	error	2016-10-01 18:33:16
19	Web-53972410	WebTest	3467281589047	T2F	REQ	NOAUTH	X		GH	GHS										2016-10-01 18:34:49
20				F2T	RSP	NOAUTH								W	W	W	W	W	error	2016-10-01 18:34:49
21	Web-95720314	WebTest	3472978450861	T2F	REQ	NOAUTH	4141XXXXXXX4125	1	GH	GHS	05	16	try							2016-10-01 18:36:30
22				F2T	RSP	NOAUTH								RR	Invalid card Number!				success	2016-10-01 18:36:31
23	Web-16457089	WebTest	4287678195304	T2F	REQ	NOAUTH	4242XXXXXXXX4242	1	GH	GHS	08	18	try							2016-10-01 18:38:46
24				F2T	RSP	NOAUTH								2	Declined		FLWT00315264		success	2016-10-01 18:38:50
25	Web-71938526	WebTest	9488426737015	T2F	REQ	NOAUTH	4242XXXXXXXX4242	1	GH	GHS	08	18	try							2016-10-01 18:39:56
26				F2T	RSP	NOAUTH								2	Declined		FLWT00315266		success	2016-10-01 18:39:59
27	Web-13902784	WebTest	8739074254681	T2F	REQ	NOAUTH	4000XXXXXXXX5556	1	GH	GHS	08	18	try							2016-10-01 18:41:12
28				F2T	RSP	NOAUTH								2	Declined		FLWT00315268		success	2016-10-01 18:41:15
29	Web-63845029	WebTest	7217948608354	T2F	REQ	NOAUTH	3056XXXXXX5904	1	GH	GHS	08	18	try							2016-10-01 18:41:59
30				F2T	RSP	NOAUTH								00	Successful		FLWT00315270	QwzyKXWYjb0AHo77889	success	2016-10-01 18:42:02
31	Web-59438107	WebTest	2654934817780	T2F	REQ	NOAUTH	3056XXXXXX5904	1	GH	GHS	08	18	try							2016-10-01 18:42:40
32				F2T	RSP	NOAUTH								00	Successful		FLWT00315272	NTTzJ4PiRV0CWHP8800	success	2016-10-01 18:42:42
33	Web-94160528	WebTest	2485690317487	T2F	REQ	NOAUTH	3056XXXXXX5904	1	GH	GHS	08	18	try							2016-10-01 18:42:56
34				F2T	RSP	NOAUTH								00	Successful		FLWT00315274	1gwXaMxJTG0BO4Z4977	success	2016-10-01 18:42:59
35	Web-06749183	WebTest	3477290415868	T2F	REQ	NOAUTH	3056XXXXXX5904	1	GH	GHS	08	18	try							2016-10-01 18:43:26
36				F2T	RSP	NOAUTH								00	Successful		FLWT00315276	ck2OMIw9a804zOU4912	success	2016-10-01 18:43:29
37	Web-86934152	WebTest	3750628479184	T2F	REQ	NOAUTH	3056XXXXXX5904	1	GH	GHS	08	18	try							2016-10-01 18:44:20
38				F2T	RSP	NOAUTH								00	Successful		FLWT00315278	QlUnvN1foe0VsoL8160	success	2016-10-01 18:44:22
39	Web-59238617	WebTest	5771860928344	T2F	REQ	NOAUTH	3056XXXXXX5904	2.5	GH	GHS	08	18	tryable							2016-10-01 19:17:16
40				F2T	RSP	NOAUTH								B02	Invalid BVN				success	2016-10-01 19:17:18
41	Web-92480715	WebTest	8847092753146	T2F	REQ	NOAUTH	3056XXXXXX5904	2.5	GH	GHS	08	18	tryable							2016-10-01 19:20:35
42	Web-02354681	WebTest	1948672034578	T2F	REQ	NOAUTH	5377XXXXXXXX7450	2.5	GH	GHS	08	19	web test							2016-10-01 19:27:14
43				F2T	RSP	NOAUTH								W	W	W	W	W	error	2016-10-01 19:27:59
44				F2T	RSP	NOAUTH								W	W	W	W	W	error	2016-10-01 19:29:09
45				F2T	RSP	NOAUTH													error	2016-10-01 20:00:47
46	the-65041329	theteller	102938475678	T2F	REQ	NOAUTH	5637XXXXXXXX3811	1.5	GH	GHS	05	19	theteller test real card							2016-10-01 20:06:24
47				F2T	RSP	NOAUTH													success	2016-10-01 20:06:26
48	Web-08462971	WebTest	7178963852440	T2F	REQ	NOAUTH	5377XXXXXXXX7450	1	GH	GHS	08	18	web test							2016-10-01 20:09:24
49	Web-25190673	WebTest	7071836982544	T2F	REQ	NOAUTH	5377XXXXXXXX7450	1	GH	GHS	08	18	web test							2016-10-01 20:09:53
50				F2T	RSP	NOAUTH													success	2016-10-01 20:09:55
51	Web-27546091	WebTest	7743261548908	T2F	REQ	NOAUTH	5377XXXXXXXX7450	1	GH	GHS	08	18	web test							2016-10-01 20:10:24
52				F2T	RSP	NOAUTH													success	2016-10-01 20:10:25
53	Web-07642853	WebTest	0774459838261	T2F	REQ	NOAUTH	5377XXXXXXXX7450	1	GH	GHS	08	18	web test							2016-10-01 20:12:02
54				F2T	RSP	NOAUTH													success	2016-10-01 20:12:02
55	gee-28530794	geevapp	1475414497	T2F	REQ	NOAUTH	4131XXXXXXXX4386	1	GH	GHS	11	17	Payment to support a project							2016-10-02 13:21:38
56				F2T	RSP	NOAUTH													success	2016-10-02 13:21:42
57	gee-03594872	geevapp	1475419883	T2F	REQ	NOAUTH	2484XXXX5484	0.2	GH	GHS	10	16	Payment to support a project							2016-10-02 14:51:23
58				F2T	RSP	NOAUTH													success	2016-10-02 14:51:24
59	the-73586492	theteller	102938475678	T2F	REQ	NOAUTH	5637XXXXXXXX3811	1.5	GH	GHS	05	19	theteller test real card							2016-10-03 19:48:38
60				F2T	RSP	NOAUTH													success	2016-10-03 19:48:44
61	the-06937852	theteller	102938475678	T2F	REQ	NOAUTH	5637XXXXXXXX3811	1.5	GH	GHS	05	19	theteller test real card							2016-10-03 19:51:11
62				F2T	RSP	NOAUTH								00					success	2016-10-03 19:51:14
63	the-95270384	theteller	102938475678	T2F	REQ	NOAUTH	5637XXXXXXXX3811	1.5	GH	GHS	05	19	theteller test real card							2016-10-03 20:00:15
64				F2T	RSP	NOAUTH								00	Successful				success	2016-10-03 20:00:18
65	the-06834275	theteller	102938475678	T2F	REQ	NOAUTH	5637XXXXXXXX3811	1.5	GH	GHS	05	19	theteller test real card							2016-10-03 20:02:02
66				F2T	RSP	NOAUTH								00	Successful		FLWT00316909	cRyKZDKuVO08Ypw4014	success	2016-10-03 20:02:05
67	the-30914872	theteller	102938475678	T2F	REQ	NOAUTH	5637XXXXXXXX3811	1.5	GH	GHS	05	19	theteller test real card							2016-10-03 20:18:05
68	the-12795364	theteller	102938475678	T2F	REQ	NOAUTH	5637XXXXXXXX3811	1.5	GH	GHS	05	19	theteller test real card							2016-10-03 20:33:04
69	102938475689	niisign	0929384757	T2F	REQ	NOAUTH	1111111111111111	10.5	GH	GHS	05	19	lets just make up something							2016-10-03 20:37:09
70	102938475689	niisign	0929384757	T2F	REQ	NOAUTH	1111111111111111	10.5	GH	GHS	05	19	lets just make up something	TT						2016-10-03 20:39:42
71	102938475689	niisign	0929384757	T2F	REQ	NOAUTH	1111111111111111	10.5	GH	GHS	05	19	lets just make up something	TT	TEST RESPONSE					2016-10-03 20:41:47
72	102938475689	niisign	0929384757	T2F	REQ	NOAUTH	1111111111111111	10.5	GH	GHS	05	19	lets just make up something	TT	TEST RESPONSE	TEST RESPONSE	TEST RESPONSE			2016-10-03 20:43:32
73	102938475689	niisign	0929384757	T2F	REQ	NOAUTH	1111111111111111	10.5	GH	GHS	05	19	lets just make up something	TT	TEST RESPONSE	TEST RESPONSE	TEST RESPONSE	TEST RESPONSE		2016-10-03 20:44:51
74	102938475689	niisign	0929384757	T2F	REQ	NOAUTH	1111111111111111	10.5	GH	GHS	05	19	lets just make up something	TT	TEST RESPONSE	TEST RESPONSE	TEST RESPONSE	TEST RESPONSE	TEST RESPONSE	2016-10-03 20:46:14
75	the-32018576	theteller	102938475678	T2F	REQ	NOAUTH	5637XXXXXXXX3811	1.5	GH	GHS	05	19	theteller test real card							2016-10-03 20:53:17
76	the-32018576	the-32018576	the-32018576	F2T	RSP	NOAUTH	5637XXXXXXXX3811	1.5	GH	GHS	05	19	lets just make up something	00	Successful		FLWT00316951	88dclyHKtJ0LQNB7414	success	2016-10-03 20:53:21
77	the-73820546	theteller	102938475678	T2F	REQ	NOAUTH	5637XXXXXXXX3811	1.5	GH	GHS	05	19	theteller test real card							2016-10-03 20:59:43
78	the-73820546	theteller	102938475678	F2T	RSP	NOAUTH	5637XXXXXXXX3811	1.5	GH	GHS	05	19	lets just make up something	00	Successful		FLWT00316953	PQ0bzPc3qC0aoLc2825	success	2016-10-03 20:59:46
79	the-02694385	theteller	102938475678	T2F	REQ	NOAUTH	5637XXXXXXXX3811	1.5	GH	GHS	05	19	theteller test real card							2016-10-03 21:04:00
80	the-02694385	theteller	102938475678	F2T	RSP	NOAUTH	5637XXXXXXXX3811	1.5	GH	GHS	05	19	lets just make up something	00	Successful		FLWT00316960	o4QWQGepnX0OO0I9630	success	2016-10-03 21:04:03
81	the-52034168	theteller	102938475678	T2F	REQ	NOAUTH	5637XXXXXXXX3811	1.5	GH	GHS	05	19	theteller test real card							2016-10-03 21:05:03
82	the-52034168	theteller	102938475678	F2T	RSP	NOAUTH	5637XXXXXXXX3811	1.5	GH	GHS	05	19	lets just make up something	00	Successful		FLWT00316962	qCGDbVv5hx0HeAE2465	success	2016-10-03 21:05:06
83	the-71396084	theteller	102938475678	T2F	REQ	NOAUTH	5637XXXXXXXX3811	1.5	GH	GHS	05	19	theteller test real card							2016-10-03 21:07:06
84	the-71396084	theteller	102938475678	F2T	RSP	NOAUTH	5637XXXXXXXX3811	1.5	GH	GHS	05	19	lets just make up something	00	Successful		FLWT00316964	D8R82SmPRe0SWtO5022	success	2016-10-03 21:07:11
85	Web-36495182	WebTest	5487130624987	T2F	REQ	NOAUTH	6011XXXXXXXX1117	2.05	GH	GHS	08	18	Discovery Card							2016-10-03 21:14:06
86	Web-36495182	WebTest	5487130624987	F2T	RSP	NOAUTH	6011XXXXXXXX1117	2.05	GH	GHS	08	18	lets just make up something	7	I5154-10040814%3A+Invalid+Card+Number+%3A+CardNum		FLWT00316966		success	2016-10-03 21:14:09
87	Web-24851039	WebTest	0412637947885	T2F	REQ	NOAUTH	4604XXXXXXXX8571	2.05	GH	GHS	08	18	Discovery Card							2016-10-03 21:19:35
88	Web-24851039	WebTest	0412637947885	F2T	RSP	NOAUTH	4604XXXXXXXX8571	2.05	GH	GHS	08	18	lets just make up something	00	Successful		FLWT00316971	Vt00Cv3peM0IWvv3646	success	2016-10-03 21:19:38
89	Web-54783160	WebTest	9778481435062	T2F	REQ	PIN	4604XXXXXXXX8571	2.05	GH	GHS	08	18	Discovery Card							2016-10-03 21:20:03
90	Web-54783160	WebTest	9778481435062	F2T	RSP	NOAUTH	4604XXXXXXXX8571	2.05	GH	GHS	08	18	lets just make up something	RR	Sorry, you need to add cvv to your request				success	2016-10-03 21:20:03
91	Web-14387962	WebTest	8487792435016	T2F	REQ	PIN	4604XXXXXXXX8571	2.05	GH	GHS	08	18	Discovery Card							2016-10-03 21:20:30
92	Web-09845136	WebTest	7734061928854	T2F	REQ	NOAUTH	4604XXXXXXXX8571	2.05	GH	GHS	08	18	Discovery Card							2016-10-03 21:50:55
93	Web-09845136	WebTest	7734061928854	F2T	RSP	NOAUTH	4604XXXXXXXX8571	2.05	GH	GHS	08	18	lets just make up something	RR	Sorry, you need to add cvv to your request				success	2016-10-03 21:50:56
94	Web-65210849	WebTest	4542691737088	T2F	REQ	NOAUTH	4604XXXXXXXX8571	2.05	GH	GHS	08	18	Discovery Card							2016-10-03 21:52:56
95	Web-65210849	WebTest	4542691737088	F2T	RSP	NOAUTH	4604XXXXXXXX8571	2.05	GH	GHS	08	18	lets just make up something	RR	Sorry, you need to add cvv to your request				success	2016-10-03 21:52:56
96	Web-79618240	WebTest	8877449035621	T2F	REQ	NOAUTH	4604XXXXXXXX8571	2.05	GH	GHS	08	18	Discovery Card							2016-10-03 21:53:15
97	Web-79618240	WebTest	8877449035621	F2T	RSP	NOAUTH	4604XXXXXXXX8571	2.05	GH	GHS	08	18	lets just make up something	00	Successful		FLWT00317012	cfpP2wmSr90E2mz2451	success	2016-10-03 21:53:19
98	Web-50729341	WebTest	0176885972434	T2F	REQ	NOAUTH	4604XXXXXXXX8571	2.05	GH	GHS	08	18	Discovery Card							2016-10-03 22:02:18
99	Web-50729341	WebTest	0176885972434	F2T	RSP	NOAUTH	4604XXXXXXXX8571	2.05	GH	GHS	08	18	lets just make up something	00	Successful		FLWT00317029	JX3toI6ZVg0ICZz4706	success	2016-10-03 22:02:21
100	Web-46079251	WebTest	6598823740714	T2F	REQ	NOAUTH	4604XXXXXXXX8571	2.05	GH	GHS	08	18	Discovery Card							2016-10-03 22:03:32
101	Web-27543189	WebTest	5260894184737	T2F	REQ	NOAUTH	4604XXXXXXXX8571	2.05	GH	GHS	08	18	Discovery Card							2016-10-03 22:03:53
102	Web-27543189	WebTest	5260894184737	F2T	RSP	NOAUTH	4604XXXXXXXX8571	2.05	GH	GHS	08	18	lets just make up something	00	Successful		FLWT00317034	RftbOvBdUP04L9b9749	success	2016-10-03 22:04:01
103	Web-61980273	WebTest	5728764183409	T2F	REQ	NOAUTH	4604XXXXXXXX8571	2.05	GH	GHS	08	18	Discovery Card							2016-10-03 22:04:31
